pool,序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,涨停价,涨速,振幅,是否新高,量比,入选理由,昨日封板时间,昨日连板数
zt,1,002790,瑞尔特,10.047281265258789,9.31,99158762,2427093725.0,3890391150.2400002,4.085493564605713,385166058.0,092500,092500,0.0,4/4,4.0,家居用品,,,,,,,,
zt,2,000993,闽东电力,9.984151840209961,13.88,664912544,6356366195.400001,6356366209.280001,10.468605995178223,135527678.0,092500,093236,1.0,3/3,3.0,电力,,,,,,,,
zt,3,002912,中新赛克,10.0140380859375,23.51,80764679,3813858874.36,4014379520.0000005,2.1176629066467285,112635634.0,092500,092500,0.0,2/2,2.0,计算机设,,,,,,,,
zt,4,002161,远 望 谷,9.986320495605469,8.04,151052642,5946459173.999999,5947649560.32,2.5402114391326904,272159290.0,092500,092500,0.0,1/1,1.0,其他电子,,,,,,,,
zt,5,600876,凯盛新能,9.987358093261719,8.7,144100269,3442372178.1,5617372152.0,4.238344669342041,27167272.0,093130,093227,1.0,2/2,2.0,玻璃玻纤,,,,,,,,
zt,6,605069,正和生态,10.047846794128418,11.5,88624699,2434524447.0,2434524447.0,3.689178943634033,39048135.0,093251,093251,0.0,1/1,1.0,环境治理,,,,,,,,
zt,7,002585,双星新材,10.055248260498047,9.96,1039710976,8830454208.480001,11367573175.68,11.873950004577637,93016718.0,093318,102400,2.0,1/1,1.0,塑料,,,,,,,,
zt,8,603466,风语筑,10.033166885375977,13.27,1097442336,7893374088.84,7893374141.92,14.130691528320312,100006701.0,093556,104317,2.0,1/1,1.0,数字媒体,,,,,,,,
zt,9,600184,光电股份,10.022026062011719,19.98,920206624,11642894810.64,11642894890.56,7.986961841583252,74337947.0,093621,130306,5.0,1/1,1.0,地面兵装,,,,,,,,
zt,10,603938,三孚股份,10.011098861694336,49.56,1318187776,18962870071.32,18962870021.760002,7.14232873916626,112300977.0,093907,101525,1.0,4/2,1.0,化学原料,,,,,,,,
zt,11,600207,安彩高科,10.022271156311035,4.94,119496457,5381204016.76,5381204046.400001,2.2743825912475586,53535600.0,093934,093934,0.0,1/1,1.0,光伏设备,,,,,,,,
zt,12,600410,华胜天成,9.985734939575195,15.42,2141328608,16907948011.86,16907948088.96,12.86132526397705,126716132.0,094056,102126,1.0,1/1,1.0,IT服务Ⅱ,,,,,,,,
zt,13,605258,协和电子,9.99683666229248,34.77,275448688,3059760000.0000005,3059760000.0000005,9.164446830749512,22645701.0,094502,095517,6.0,1/1,1.0,元件,,,,,,,,
zt,14,002560,通达股份,10.079999923706055,6.88,536328240,4357420342.4,5058669158.4,12.538698196411133,47455522.0,094951,095957,4.0,1/1,1.0,电网设备,,,,,,,,
zt,15,605088,冠盛股份,9.980430603027344,22.48,336232320,4522838714.64,4557281671.440001,7.655194282531738,42887344.0,095040,095040,0.0,1/1,1.0,汽车零部,,,,,,,,
zt,16,002848,高斯贝尔,10.036101341247559,15.24,452134864,2521013921.64,2547366000.0,18.273935317993164,70611492.0,095251,095609,2.0,1/1,1.0,黑色家电,,,,,,,,
zt,17,002902,铭普光磁,10.017826080322266,30.86,1038067520,5754490307.559999,7252379653.32,18.63833236694336,38121358.0,095254,095757,2.0,1/1,1.0,通信设备,,,,,,,,
zt,18,605011,杭州热电,10.0,19.03,311733600,7613903000.0,7613903000.0,4.211380481719971,63122529.0,095517,095517,0.0,1/1,1.0,电力,,,,,,,,
zt,19,603693,江苏新能,9.965636253356934,12.8,423665536,11410891264.0,11410891366.400002,3.8023324012756348,16096000.0,100534,104928,6.0,1/1,1.0,电力,,,,,,,,
zt,20,300563,神宇股份,19.982810974121094,27.92,611894704,3538298277.52,5085296142.88,18.052383422851562,56434109.0,100624,103630,3.0,1/1,1.0,通信设备,,,,,,,,
zt,21,002242,九阳股份,10.056497573852539,9.74,314171584,7419597187.5,7431785657.92,4.368296146392822,17998068.0,100930,131948,1.0,1/1,1.0,小家电,,,,,,,,
zt,22,605058,澳弘电子,10.00660514831543,33.31,314312176,4760835747.200001,4760835747.200001,6.809301853179932,40259232.0,102017,102017,0.0,1/1,1.0,元件,,,,,,,,
zt,23,603421,鼎信通讯,10.013717651367188,8.02,831891872,5230567898.219999,5230567906.24,16.876401901245117,26537345.0,102033,144445,3.0,3/3,3.0,通信设备,,,,,,,,
zt,24,600967,内蒙一机,9.985315322875977,14.98,2563644976,25492884111.66,25492884186.56,10.35645866394043,58216998.0,103410,130104,7.0,1/1,1.0,地面兵装,,,,,,,,
zt,25,600088,中视传媒,10.016420364379883,13.4,251197721,5329265760.0,5329265760.0,4.880650997161865,59667506.0,110536,110739,1.0,1/1,1.0,影视院线,,,,,,,,
zt,26,000980,众泰汽车,9.844559669494629,2.12,1229430256,10690069978.68,10690201149.44,11.823448181152344,47039675.0,110836,143342,1.0,4/3,1.0,汽车零部,,,,,,,,
zt,27,002218,拓日新能,9.975062370300293,4.41,631058496,6119659314.09,6210603635.04,10.779924392700195,47522331.0,130212,130212,0.0,1/1,1.0,电力,,,,,,,,
zt,28,000823,超声电子,10.0,20.57,3524506608,12237754675.19,12238222539.84,30.752147674560547,128424701.0,130415,131600,1.0,5/3,2.0,元件,,,,,,,,
zt,29,603936,博敏电子,10.010537147521973,20.88,2302985344,13162710323.519999,13474866240.0,18.545833587646484,68848688.0,133604,133604,0.0,1/1,1.0,元件,,,,,,,,
zt,30,002201,九鼎新材,10.019841194152832,11.09,1142157680,6676439727.8,7226645901.6,18.53305435180664,95949460.0,133624,133624,0.0,2/2,2.0,玻璃玻纤,,,,,,,,
zt,31,000636,风华高科,10.0,55.99,9984863744,64247963364.310005,64247988391.840004,16.216114044189453,574114685.0,133721,133721,0.0,1/1,1.0,元件,,,,,,,,
zt,32,002815,崇达技术,10.027397155761719,20.08,2014176864,15604931823.119999,24781758666.239998,13.467951774597168,125847544.0,133957,133957,0.0,1/1,1.0,元件,,,,,,,,
zt,33,001232,嘉立创,10.000602722167969,182.48,1248553584,8066811061.5199995,101378588800.0,16.251232147216797,153812574.0,134754,134754,0.0,1/1,1.0,元件,,,,,,,,
zt,34,601199,江南水务,10.034013748168945,6.47,209945727,6050810589.24,6050810563.36,3.6376523971557617,15277611.0,135030,135227,1.0,1/1,1.0,环境治理,,,,,,,,
zt,35,002519,银河电子,9.930313110351562,6.31,924161472,7088933589.79,7107778953.759999,13.37765884399414,49208535.0,135130,144145,1.0,1/1,1.0,地面兵装,,,,,,,,
zt,36,603336,宏辉果蔬,10.032715797424316,10.09,372805136,6141974155.05,6141974144.96,6.3224358558654785,53712964.0,135513,135513,0.0,1/1,1.0,种植业,,,,,,,,
zt,37,603386,骏亚科技,10.026738166809082,16.46,453357904,5371269337.6,5371269337.6,8.897232055664062,30477336.0,140856,140856,0.0,1/1,1.0,元件,,,,,,,,
zt,38,603136,天目湖,9.979209899902344,10.58,324158176,2857940591.8,2857940528.32,11.841464042663574,16040443.0,141448,141448,0.0,1/1,1.0,旅游及景,,,,,,,,
zt,39,600237,铜峰电子,10.023866653442383,9.22,899418800,5758957629.900001,5813115587.200001,16.220592498779297,49363880.0,141624,141624,0.0,1/1,1.0,元件,,,,,,,,
zt,40,603439,三力制药,10.0,12.54,261193052,5064156308.639999,5064156408.96,5.482217788696289,41928744.0,142259,142259,0.0,1/1,1.0,中药Ⅱ,,,,,,,,
zbgc,1,600712,南宁百货,-1.9033674001693726,6.7,1043332160,3608944085.7000003,3649190912.0,26.58584976196289,,093001,,2.0,2/1,,一般零售,7.51,0.0,14.348462104797363,,,,,
