pool,序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,涨停价,涨速,振幅,是否新高,量比,入选理由,昨日封板时间,昨日连板数
zt,1,003026,中晶科技,9.98810863494873,37.0,560828080,5333952560.0,7014432250.0,10.537097930908203,173132842.0,092500,095939,2.0,3/3,3.0,半导体,,,,,,,,
zt,2,301390,经纬股份,20.0,45.0,26682615,2207528100.0,2700000000.0,1.2087100744247437,192687885.0,092500,092500,0.0,1/1,1.0,工程咨询,,,,,,,,
zt,3,603230,内蒙新华,9.964093208312988,12.25,72849537,4330656750.0,4330656848.0,1.6821821928024292,110049087.0,092503,092503,0.0,2/2,2.0,出版,,,,,,,,
zt,4,002285,世联行,10.041841506958008,2.63,337377632,5204794672.03,5241140375.2,6.52269983291626,13336104.0,093024,102118,6.0,2/2,2.0,房地产服,,,,,,,,
zt,5,001216,华瓷股份,10.016602516174316,19.88,552648544,4907103636.12,5804131719.679999,11.370491981506348,44213756.0,093036,093036,0.0,3/3,3.0,家居用品,,,,,,,,
zt,6,605058,澳弘电子,9.993232727050781,48.76,1080766768,6969028851.2,6969028851.2,15.810675621032715,29853310.0,093101,132240,23.0,5/5,5.0,元件,,,,,,,,
zt,7,300434,金石亚药,19.980789184570312,12.49,552381520,4288606817.64,5017780961.28,13.140190124511719,25908481.0,093354,094354,1.0,1/1,1.0,化学制药,,,,,,,,
zt,8,002339,积成电子,10.026738166809082,8.23,451253488,3940471360.92,4148679398.5600004,11.644986152648926,44960695.0,093503,101636,1.0,1/1,1.0,电网设备,,,,,,,,
zt,9,603626,科森科技,10.025839805603027,21.29,723273616,11813388600.1,11813388727.84,6.226889133453369,68183354.0,093944,094020,1.0,4/2,1.0,消费电子,,,,,,,,
zt,10,000920,沃顿科技,10.01742172241211,12.63,207029601,5968911072.84,5969204745.6,3.524287462234497,38468454.0,094045,094045,0.0,1/1,1.0,塑料,,,,,,,,
zt,11,003001,中岩大地,10.016242027282715,20.32,714545584,2323612360.64,3546864006.08,31.788225173950195,13257621.0,094309,134406,11.0,2/2,2.0,专业工程,,,,,,,,
zt,12,600293,三峡新材,10.032362937927246,3.4,246730210,3944493156.4,3944493136.0,6.380159378051758,31467289.0,094409,094409,0.0,1/1,1.0,玻璃玻纤,,,,,,,,
zt,13,600721,百花医药,10.009267807006836,11.87,1045186080,4564580427.45,4564580391.84,23.447921752929688,70103899.0,094742,094742,0.0,1/1,1.0,医疗服务,,,,,,,,
zt,14,002836,新宏泽,10.050762176513672,10.84,78515261,2497536000.0,2497536000.0,3.2043707370758057,41005118.0,094748,094748,0.0,1/1,1.0,包装印刷,,,,,,,,
zt,15,000868,安凯客车,10.027100563049316,4.06,207150577,3814426779.0999994,3814429828.16,5.663701057434082,62501730.0,094751,094751,0.0,4/2,1.0,商用车,,,,,,,,
zt,16,000981,山子高科,9.854015350341797,3.01,2598886080,28635201839.929996,30092387637.76,9.319704055786133,105433979.0,094815,100300,1.0,4/2,1.0,汽车零部,,,,,,,,
zt,17,000504,南华生物,10.036275863647461,9.1,111924712,2995013821.7999997,3003210246.4,3.7962169647216797,34195070.0,100236,102142,1.0,1/1,1.0,医疗服务,,,,,,,,
zt,18,600448,华纺股份,9.897611618041992,3.22,228342563,2028019311.64,2028019318.0800002,11.463351249694824,24392788.0,100631,100822,2.0,1/1,1.0,纺织制造,,,,,,,,
zt,19,002796,世嘉科技,10.00676155090332,32.54,756329584,7409478495.62,8212020487.92,10.467397689819336,34733196.0,101018,132827,1.0,1/1,1.0,通信设备,,,,,,,,
zt,20,600822,上海物贸,9.964829444885254,9.38,150938290,3715867377.0400004,4652225914.56,4.189082145690918,34259512.0,101513,103458,2.0,1/1,1.0,汽车服务,,,,,,,,
zt,21,600127,金健米业,9.966216087341309,13.02,2373475040,8356017498.36,8356017472.32,30.01956558227539,173401232.0,101732,101732,0.0,1/1,1.0,农产品加,,,,,,,,
zt,22,603009,北特科技,10.009289741516113,47.37,565483984,16408485536.55,16408485204.96,3.512474536895752,28734642.0,102532,134444,1.0,1/1,1.0,汽车零部,,,,,,,,
zt,23,600354,敦煌种业,10.045146942138672,9.75,1284844048,5146070280.0,5146070280.0,26.156993865966797,47861775.0,102640,110601,2.0,1/1,1.0,种植业,,,,,,,,
zt,24,002655,共达电声,10.01079273223877,40.77,1450991872,14810603517.000002,14864701556.160002,10.100329399108887,137121741.0,102827,102827,0.0,2/2,2.0,消费电子,,,,,,,,
zt,25,600593,大连圣亚,10.007619857788086,43.31,426415968,5578328000.0,5649572950.0,7.901940822601318,81180264.0,103035,103035,0.0,1/1,1.0,旅游及景,,,,,,,,
zt,26,001365,天海电子,10.0,37.51,314909312,2157036781.46,19692750000.0,14.987324714660645,19220124.0,103857,103857,0.0,1/1,1.0,汽车零部,,,,,,,,
zt,27,605288,凯迪股份,9.993457794189453,67.25,167900867,6609227578.25,6635727037.25,2.6103436946868896,52406580.0,103954,103954,0.0,1/1,1.0,自动化设,,,,,,,,
zt,28,600630,龙头股份,10.072992324829102,7.54,327645536,3203456441.38,3203456464.0,10.481894493103027,46669546.0,104301,111546,1.0,1/1,1.0,服装家纺,,,,,,,,
zt,29,000980,众泰汽车,10.232558250427246,2.37,1443469472,11950691438.43,11950838077.44,12.717730522155762,14102685.0,105136,105800,3.0,8/5,1.0,汽车零部,,,,,,,,
zt,30,600609,金杯汽车,10.153846740722656,3.58,284158160,4670319637.64,4670319644.8,6.328222751617432,21943610.0,105825,110349,1.0,1/1,1.0,汽车零部,,,,,,,,
zt,31,605088,冠盛股份,10.013654708862305,24.17,386747968,4862856393.81,4899888701.01,8.333701133728027,56867176.0,110842,111027,1.0,1/1,1.0,汽车零部,,,,,,,,
zt,32,002321,华英农业,10.1010103225708,2.18,110767060,4633045019.62,4649700339.52,2.5000522136688232,8254570.0,112006,112006,0.0,1/1,1.0,养殖业,,,,,,,,
zt,33,002640,跨境通,9.91253662109375,3.77,1078934320,5836946910.6,5873815806.56,19.294740676879883,6599008.0,130148,130148,0.0,1/1,1.0,互联网电,,,,,,,,
zt,34,600371,万向德农,9.98593521118164,15.64,1147572896,4575919920.0,4575919920.0,27.288007736206055,63842354.0,130246,130913,6.0,18/9,2.0,种植业,,,,,,,,
zt,35,601872,招商轮船,10.0201416015625,21.85,3523737424,176428666268.7,176428666137.6,2.0805094242095947,140392411.0,130411,134656,1.0,1/1,1.0,航运港口,,,,,,,,
zt,36,600929,雪天盐业,10.0,5.94,568982448,9742272740.640001,9742272788.16,6.179092884063721,37016892.0,130421,132918,4.0,1/1,1.0,化学原料,,,,,,,,
zt,37,300741,华宝股份,20.008832931518555,27.17,820267744,16733382165.500002,16733459600.000002,5.160059452056885,21793057.0,130606,145130,3.0,1/1,1.0,化学制品,,,,,,,,
zt,38,600641,先导基电,10.014947891235352,36.8,3026079952,34247181055.999996,34844665856.0,9.109142303466797,186208515.0,131309,131309,0.0,1/1,1.0,半导体,,,,,,,,
zt,39,002453,华软科技,9.977324485778809,4.85,75057847,3119042168.2999997,3939980531.9999995,2.520846366882324,32822375.0,131715,131715,0.0,1/1,1.0,化学制品,,,,,,,,
zt,40,600699,均胜电子,10.022148132324219,19.87,1051148480,27731974086.81,30813811027.2,3.9302427768707275,101315619.0,131738,131738,0.0,1/1,1.0,汽车零部,,,,,,,,
zt,41,605162,新中港,10.009016990661621,12.2,637739168,5402724994.2,5402724908.799999,12.527321815490723,56546841.0,133202,133202,0.0,3/2,1.0,电力,,,,,,,,
zt,42,600792,云煤能源,10.103093147277832,5.34,773307376,5926992024.0,5926992024.0,14.22905158996582,3929706.0,134455,134455,0.0,8/4,1.0,焦炭Ⅱ,,,,,,,,
