pool,序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,涨停价,涨速,振幅,是否新高,量比,入选理由,昨日封板时间,昨日连板数
zt,1,002702,海欣食品,9.98217487335205,6.17,58517144,2830448937.5,3429039200.0,2.067415714263916,168242696.0,092500,092500,0.0,2/2,2.0,食品加工,,,,,,,,
zt,2,002881,美格智能,9.99284553527832,46.12,140164214,8450985447.2,13941582331.519999,1.6585546731948853,156973109.0,092500,092500,0.0,1/1,1.0,通信设备,,,,,,,,
zt,3,600108,亚盛集团,10.091742515563965,4.8,101633170,9345192580.8,9345192576.0,1.0875449180603027,454587470.0,092502,092502,0.0,8/4,3.0,种植业,,,,,,,,
zt,4,001366,播恩集团,10.027854919433594,15.8,88316740,2538744000.0,2538744000.0,3.4794199466705322,328227114.0,093000,093000,0.0,4/3,2.0,饲料,,,,,,,,
zt,5,001296,长江材料,10.0,22.0,123925208,1781620522.0,3291003892.0,6.9557576179504395,27724400.0,093000,093000,0.0,1/1,1.0,非金属材,,,,,,,,
zt,6,600865,百大集团,10.044053077697754,12.49,220018385,4699241546.84,4699241596.8,4.684093952178955,368563038.0,093001,093001,0.0,3/3,3.0,一般零售,,,,,,,,
zt,7,603083,剑桥科技,10.001592636108398,207.21,3544718640,57104666769.33,76305158753.28,6.2256340980529785,630820799.0,093001,093352,1.0,1/1,1.0,通信设备,,,,,,,,
zt,8,000735,罗 牛 山,9.95106029510498,6.74,345449520,7757049264.58,7761201556.16,4.458078384399414,89476768.0,093009,093009,0.0,2/2,2.0,养殖业,,,,,,,,
zt,9,603696,安记食品,9.980172157287598,16.64,255149129,3913728000.0,3913728000.0,6.558530807495117,45701943.0,093043,093155,1.0,2/2,2.0,调味发酵,,,,,,,,
zt,10,605577,龙版传媒,10.03215503692627,17.11,250953708,7604444453.95,7604444505.28,3.338653564453125,111772786.0,093047,093047,0.0,6/6,6.0,出版,,,,,,,,
zt,11,601086,国芳集团,10.039525032043457,13.92,808732960,9270720000.0,9270720000.0,8.878472328186035,139620704.0,093127,094051,2.0,7/6,1.0,一般零售,,,,,,,,
zt,12,603118,共进股份,10.0246000289917,17.89,646068512,14084374903.34,14084374796.0,4.64169979095459,171966569.0,093130,093130,0.0,1/1,1.0,通信设备,,,,,,,,
zt,13,600354,敦煌种业,10.046189308166504,9.53,569165440,5029953822.4,5029953822.4,11.50738525390625,91690588.0,093209,093409,2.0,7/4,2.0,种植业,,,,,,,,
zt,14,603626,科森科技,9.983268737792969,19.72,596844336,10942227486.8,10942227605.119999,5.506383895874023,61018905.0,093213,093534,2.0,1/1,1.0,消费电子,,,,,,,,
zt,15,000798,中水渔业,9.960552215576172,11.15,266169753,4079073763.8,4079324728.0,6.683701992034912,89908292.0,093306,093306,0.0,2/2,2.0,渔业,,,,,,,,
zt,16,002909,集泰股份,9.986129760742188,7.93,812185792,3016789147.19,3092700000.0,27.512056350708008,53811869.0,093321,095700,5.0,6/5,1.0,化学制品,,,,,,,,
zt,17,002564,天沃科技,9.93914794921875,5.42,181942410,4655262265.34,4655262281.6,4.001143455505371,56686696.0,093327,093327,0.0,2/2,2.0,专用设备,,,,,,,,
zt,18,600127,金健米业,10.0,13.53,1833838416,8683326939.539999,8683326912.48,21.495094299316406,279299992.0,093407,093504,1.0,16/8,1.0,农产品加,,,,,,,,
zt,19,603823,百合花,10.00758171081543,58.04,777548480,24165981540.16,24165982004.48,3.2666852474212646,158582692.0,093409,094812,1.0,1/1,1.0,化学制品,,,,,,,,
zt,20,000823,超声电子,10.006901741027832,15.94,833771184,9483218741.98,9483581297.279999,8.924453735351562,170453130.0,093415,093712,3.0,1/1,1.0,元件,,,,,,,,
zt,21,688655,迅捷兴,20.0,50.52,620997216,6738862800.0,6738862800.0,9.566338539123535,71248810.0,093601,094540,4.0,1/1,1.0,元件,,,,,,,,
zt,22,603826,坤彩科技,10.0,17.38,113823699,14803588800.0,14803588800.0,0.7846952080726624,65726641.0,093605,093605,0.0,1/1,1.0,非金属材,,,,,,,,
zt,23,600330,天通股份,10.01523208618164,28.89,2239423728,35633920278.24,35633920278.24,6.3552165031433105,186205612.0,093706,093927,2.0,1/1,1.0,电子化学,,,,,,,,
zt,24,600791,京能置业,10.027472496032715,8.01,184844814,3623032704.96,3627568800.0,5.205737590789795,33709284.0,093810,094622,1.0,1/1,1.0,房地产开,,,,,,,,
zt,25,002579,中京电子,10.0,15.51,1441138160,9049127366.07,9501714858.24,16.242948532104492,161398611.0,093848,094100,1.0,1/1,1.0,元件,,,,,,,,
zt,26,002963,豪尔赛,9.980138778686523,22.15,274726816,3307888464.5499997,3330472449.5,8.464877128601074,91136706.0,093936,100921,1.0,1/1,1.0,装修装饰,,,,,,,,
zt,27,603355,莱克电气,9.985369682312012,30.07,183127697,17242044241.74,17242044181.6,1.0753735303878784,52761423.0,094205,100229,1.0,1/1,1.0,小家电,,,,,,,,
zt,28,600400,红豆股份,10.139860153198242,3.15,190737079,7217821333.8,7217821346.4,2.7163257598876953,55320552.0,094245,094245,0.0,1/1,1.0,服装家纺,,,,,,,,
zt,29,002852,道道全,9.988248825073242,9.36,141894798,2675263462.56,3219543325.4399996,5.43849515914917,122415330.0,094357,094357,0.0,1/1,1.0,农产品加,,,,,,,,
zt,30,000759,中百集团,10.06289291381836,7.0,857306704,4589942175.0,4592206416.0,19.05183982849121,54912200.0,094433,100109,4.0,1/1,1.0,一般零售,,,,,,,,
zt,31,600280,中央商场,9.935897827148438,3.43,132823251,3870188322.84,3870188309.1200004,3.5181844234466553,41393583.0,094440,094440,0.0,1/1,1.0,一般零售,,,,,,,,
zt,32,603119,浙江荣泰,10.010649681091309,51.65,641019312,24423217347.2,24423217347.2,2.6655185222625732,92054400.0,094524,100330,2.0,1/1,1.0,汽车零部,,,,,,,,
zt,33,000428,华天酒店,10.021322250366211,5.16,517332416,5257658160.0,5257658160.0,10.144680976867676,43375992.0,094627,094627,0.0,2/2,2.0,酒店餐饮,,,,,,,,
zt,34,601595,上海电影,10.026666641235352,20.63,407571744,9246366000.0,9246366000.0,4.567811489105225,55469118.0,095039,095039,0.0,1/1,1.0,影视院线,,,,,,,,
zt,35,000978,桂林旅游,9.969788551330566,7.28,422379248,3407924978.6400003,3407986400.0,12.660618782043457,35874384.0,095233,103406,5.0,1/1,1.0,旅游及景,,,,,,,,
zt,36,688001,华兴源创,20.0,58.26,1092143568,27473412962.94,27473412788.16,4.096114635467529,19984286.0,095242,103842,6.0,1/1,1.0,通用设备,,,,,,,,
zt,37,002436,兴森科技,9.997007369995117,36.75,3954318624,55783874433.0,62463003624.0,7.24257230758667,258955383.0,095324,095324,0.0,1/1,1.0,元件,,,,,,,,
zt,38,002708,光洋股份,10.019646644592285,16.8,932054976,8561789896.8,9443245862.4,11.164031028747559,84685440.0,095330,100939,1.0,4/3,1.0,汽车零部,,,,,,,,
zt,39,002483,润邦股份,10.054844856262207,6.02,288188832,5329209809.98,5336539864.32,5.504039764404297,43947836.0,095448,104506,7.0,1/1,1.0,专用设备,,,,,,,,
zt,40,603926,铁流股份,9.994086265563965,18.6,200340368,4293598164.6000004,4333550964.6,4.724745750427246,25505305.0,095505,100826,1.0,1/1,1.0,汽车零部,,,,,,,,
zt,41,603228,景旺电子,9.995847702026367,105.97,5269098240,104063668474.53,106107042099.52,5.146159648895264,176514652.0,095813,103204,6.0,1/1,1.0,元件,,,,,,,,
zt,42,000816,智慧农业,10.169490814208984,3.25,364425744,4678404484.0,4702793264.0,7.886569976806641,24495159.0,095824,095842,1.0,1/1,1.0,汽车零部,,,,,,,,
zt,43,603395,红四方,10.014781951904297,29.77,548068272,1935050000.0,7740200000.0,29.063159942626953,35486107.0,100229,101438,1.0,1/1,1.0,农化制品,,,,,,,,
zt,44,301550,斯菱智驱,19.99754524230957,97.75,1588661872,20059875534.5,32780340508.0,8.123709678649902,61872328.0,100427,100545,1.0,1/1,1.0,汽车零部,,,,,,,,
zt,45,002403,爱仕达,10.017730712890625,12.41,473560160,3687773644.14,4227324728.16,13.469894409179688,93805949.0,100754,100754,0.0,3/3,3.0,小家电,,,,,,,,
zt,46,603009,北特科技,10.0,48.84,682690384,16917678564.6,16917678222.720001,4.114304065704346,75244320.0,100937,100937,0.0,1/1,1.0,汽车零部,,,,,,,,
zt,47,603311,金海高科,10.0,29.37,133892709,6927910348.59,6927910348.59,1.9911489486694336,34571427.0,101310,101310,0.0,1/1,1.0,家电零部,,,,,,,,
zt,48,002916,深南电路,10.0,364.98,3314184032,242642153061.0,248612182748.16,1.3900041580200195,203611392.0,101436,103533,3.0,1/1,1.0,元件,,,,,,,,
zt,49,603186,华正新材,10.001773834228516,186.09,3716928464,29177147494.62,29177147494.62,13.07883358001709,137501901.0,101534,110434,4.0,1/1,1.0,元件,,,,,,,,
zt,50,603124,江南新材,9.999160766601562,131.13,1267317216,10176843255.3,19111567944.87,12.731863975524902,58667562.0,101546,145340,5.0,1/1,1.0,金属新材,,,,,,,,
zt,51,600103,青山纸业,10.14084529876709,3.91,1875462400,8650206573.77,8761632600.32,22.27280044555664,113986818.0,101604,110610,4.0,10/5,1.0,造纸,,,,,,,,
zt,52,002980,华盛昌,10.003725051879883,118.1,1284638528,11961973323.9,22251365554.399998,11.063730239868164,125615884.0,101718,102242,1.0,3/2,1.0,电网设备,,,,,,,,
